source,target,weight,connection
31,64,-0.2282733752972077,in_rec
31,72,-0.40953900136012455,in_rec
31,80,0.01997477513359985,in_rec
31,88,-0.1841836809265684,in_rec
31,96,0.00926996198536129,in_rec
31,104,0.259820935395743,in_rec
31,112,-0.12782475305829188,in_rec
31,120,0.13827896223843425,in_rec
31,128,0.188089214654238,in_rec
31,136,-0.4222107122486394,in_rec
31,144,0.03455550980193375,in_rec
31,152,-0.021043233787590265,in_rec
31,160,0.08845192190578346,in_rec
31,168,-0.19334915480160975,in_rec
31,176,-0.21530162630009891,in_rec
31,184,0.29154643209646075,in_rec
31,192,-0.09742492900569993,in_rec
31,200,-0.013377928150140831,in_rec
31,208,0.07471550742769051,in_rec
31,216,-0.04483862608656631,in_rec
31,224,-0.07854576012970205,in_rec
31,232,0.13079934227287066,in_rec
31,240,-0.09537089158941442,in_rec
31,248,-0.004702554411069488,in_rec
31,256,-0.3516611117933347,in_rec
31,264,0.34175340550456534,in_rec
31,272,-0.29000275291626676,in_rec
31,280,0.03929405180531433,in_rec
31,288,-0.10625944345822323,in_rec
31,296,-0.2969885737595945,in_rec
31,68,-0.13474115703904802,in_rec
31,76,-0.200096699078719,in_rec
31,84,0.019886550408623332,in_rec
31,92,-0.11386912420555344,in_rec
31,100,0.15990071397233455,in_rec
31,108,0.2931150851956685,in_rec
31,116,0.0878136783631636,in_rec
31,124,-0.10506280478753179,in_rec
31,132,-0.14351922729197247,in_rec
31,140,0.027045896418584486,in_rec
31,148,0.03846779356846107,in_rec
31,156,0.034783239018883166,in_rec
31,164,0.022916815096460773,in_rec
31,172,0.01716468107347857,in_rec
31,180,0.014557700548768806,in_rec
31,188,0.0434490955771282,in_rec
31,196,-0.15907166160743977,in_rec
31,204,0.08084764202793993,in_rec
31,212,-0.4730090327061584,in_rec
31,220,-0.27034250563995654,in_rec
31,228,-0.016737401376087414,in_rec
31,236,-0.026634101066867984,in_rec
31,244,0.19267052905063559,in_rec
31,252,0.03988067051126051,in_rec
31,260,0.13870295063556964,in_rec
31,268,-0.2125679441848055,in_rec
31,276,0.16646986355379906,in_rec
31,284,-0.010659385137625267,in_rec
31,292,-0.04925223649525459,in_rec
31,300,0.10926558392437823,in_rec
32,64,-0.27988659085023865,in_rec
32,68,-0.03460434531152838,in_rec
32,72,-0.08611054716349047,in_rec
32,80,-0.19863806733151848,in_rec
32,88,0.03560694416345188,in_rec
32,96,-0.0838954623662277,in_rec
32,104,0.12199310455563912,in_rec
32,112,-0.07722152634858494,in_rec
32,120,0.09631813624762105,in_rec
32,128,-0.18551909634143204,in_rec
32,136,0.09397274680811468,in_rec
32,144,-0.1964580577638529,in_rec
32,152,0.14817665051973672,in_rec
32,160,-0.4269326946847434,in_rec
32,168,-0.022217119938691268,in_rec
32,176,-0.05722803973813626,in_rec
32,184,0.006384534636478945,in_rec
32,192,-0.058570491966622715,in_rec
32,200,0.11411114071629463,in_rec
32,208,-0.0727940982403514,in_rec
32,216,0.09787025505635592,in_rec
32,224,0.19346246810921444,in_rec
32,232,0.34104092450152895,in_rec
32,240,-0.41270197354072097,in_rec
32,248,-0.0008076619008247098,in_rec
32,256,-0.06836422917891212,in_rec
32,264,0.21686852341034932,in_rec
32,272,0.1468449767686282,in_rec
32,280,-0.09821716301431542,in_rec
32,288,0.24429468377056227,in_rec
32,296,-0.1665581337009089,in_rec
32,76,-0.16038605180726315,in_rec
32,84,-0.15456137283840904,in_rec
32,92,0.24034728500260089,in_rec
32,100,0.27137600718130656,in_rec
32,108,-0.05068302322617031,in_rec
32,116,-0.08623543351416524,in_rec
32,124,-0.20969004328029522,in_rec
32,132,0.03235225709837383,in_rec
32,140,-0.26392857683073395,in_rec
32,148,0.186489245868694,in_rec
32,156,-0.09977709028928074,in_rec
32,164,-0.028933011976456216,in_rec
32,172,0.1262626101076235,in_rec
32,180,-0.18623498534994193,in_rec
32,188,-0.5270327212657613,in_rec
32,196,0.059105854398864816,in_rec
32,204,-0.13137481074341806,in_rec
32,212,0.29510722621957364,in_rec
32,220,0.3046881030318964,in_rec
32,228,-0.20921807894712427,in_rec
32,236,-0.31312136191532536,in_rec
32,244,-0.17920099364713432,in_rec
32,252,0.17294604303195524,in_rec
32,260,0.2699466406156086,in_rec
32,268,0.11738281517128304,in_rec
32,276,-0.14539787356493358,in_rec
32,284,0.07981093325530793,in_rec
32,292,-0.11147051824731107,in_rec
32,300,-0.16086036241004276,in_rec
33,64,0.07130673684412957,in_rec
33,72,0.07459325328545773,in_rec
33,68,0.23292654347797898,in_rec
33,80,-0.07769911306296662,in_rec
33,88,-0.000599364459293825,in_rec
33,96,-0.1902079855351654,in_rec
33,104,0.2713614694514161,in_rec
33,112,-0.20467739476493094,in_rec
33,120,0.03260586735764283,in_rec
33,128,0.1298011794702927,in_rec
33,136,0.13385244385794715,in_rec
33,144,0.057942478263549105,in_rec
33,152,0.06756017036055668,in_rec
33,160,0.16476182484006258,in_rec
33,168,-0.22404797330317525,in_rec
33,176,0.1923005908534007,in_rec
33,184,-0.14903243229451113,in_rec
33,192,0.15451745015015755,in_rec
33,200,-0.1500943546104022,in_rec
33,208,-0.04217347131735749,in_rec
33,216,0.04724001765698477,in_rec
33,224,0.12901335584257004,in_rec
33,232,0.1373055146465785,in_rec
33,240,-0.2820120297863996,in_rec
33,248,0.19292077054869045,in_rec
33,256,0.007413396136953423,in_rec
33,264,0.42150253243029184,in_rec
33,272,-0.08928023035027396,in_rec
