source,target,weight,connection
31,64,-0.23364506212432729,in_rec
31,72,-0.3883747891942545,in_rec
31,80,0.07581620371332688,in_rec
31,88,-0.19405922601211592,in_rec
31,96,0.05539862758152688,in_rec
31,104,0.250165155053364,in_rec
31,112,-0.1213427740041981,in_rec
31,120,0.11352295551252514,in_rec
31,128,0.18980610507541432,in_rec
31,136,-0.394123860445117,in_rec
31,144,0.02263126132445489,in_rec
31,152,0.02102666696257947,in_rec
31,160,0.1051663877008792,in_rec
31,168,-0.2651869414624439,in_rec
31,176,-0.32912459385222315,in_rec
31,184,0.28783471819674467,in_rec
31,192,-0.025313491492182996,in_rec
31,200,-0.034867310823247365,in_rec
31,208,0.11464333336733763,in_rec
31,216,-0.04643870139158374,in_rec
31,224,-0.07633431218154248,in_rec
31,232,0.1169754431805236,in_rec
31,240,-0.06450161343314872,in_rec
31,248,-0.026122959075247264,in_rec
31,256,-0.31860926984429305,in_rec
31,264,0.3075655001895914,in_rec
31,272,-0.23108266917600015,in_rec
31,280,0.008625608488332416,in_rec
31,288,-0.12558071501602736,in_rec
31,296,-0.276928898558756,in_rec
31,68,-0.22997099191731596,in_rec
31,76,-0.30906630244289823,in_rec
31,84,0.02973026930458958,in_rec
31,92,-0.09006845050948664,in_rec
31,100,0.10514698714920385,in_rec
31,108,0.2997483535879092,in_rec
31,116,0.10896997116408352,in_rec
31,124,-0.10125759174391946,in_rec
31,132,-0.23537352879354614,in_rec
31,140,0.015546232785400535,in_rec
31,148,0.026238324278882917,in_rec
31,156,-0.05907271817217414,in_rec
31,164,0.05483742883752792,in_rec
31,172,0.012482369919907624,in_rec
31,180,0.012396909337319309,in_rec
31,188,0.040540339874321644,in_rec
31,196,-0.10187757891794433,in_rec
31,204,0.0615488086064363,in_rec
31,212,-0.4802605827641132,in_rec
31,220,-0.2687656698236902,in_rec
31,228,0.003391420004555961,in_rec
31,236,-0.03313164286525988,in_rec
31,244,0.22895457331647792,in_rec
31,252,0.03974137789750003,in_rec
31,260,0.17577470277440618,in_rec
31,268,-0.20904028083566562,in_rec
31,276,0.189368485300062,in_rec
31,284,-0.029776474136285896,in_rec
31,292,-0.01813535980741055,in_rec
31,300,0.1591348054720785,in_rec
32,64,-0.293518384689904,in_rec
32,68,-0.1154442681692744,in_rec
32,72,-0.06068190686905518,in_rec
32,80,-0.1327471451308805,in_rec
32,88,0.020298653059804342,in_rec
32,96,-0.15867161088548998,in_rec
32,104,0.12292192548885689,in_rec
32,112,-0.060855410295330994,in_rec
32,120,0.09627577221211167,in_rec
32,128,-0.18930959435606823,in_rec
32,136,0.11464152886203034,in_rec
32,144,-0.1472142195765372,in_rec
32,152,0.2169849272192164,in_rec
32,160,-0.4001482862065127,in_rec
32,168,-0.033292937559201145,in_rec
32,176,-0.09875527627801495,in_rec
32,184,0.015710790304738532,in_rec
32,192,-0.14451434018311943,in_rec
32,200,0.0794528570217764,in_rec
32,208,-0.02569970553387923,in_rec
32,216,0.0985253967714202,in_rec
32,224,0.19381668369472504,in_rec
32,232,0.32662270395540016,in_rec
32,240,-0.39505981600779655,in_rec
32,248,0.010894976316674288,in_rec
32,256,-0.03891910742304584,in_rec
32,264,0.2017086937798207,in_rec
32,272,0.17685971070933978,in_rec
32,280,-0.10981805037884174,in_rec
32,288,0.21691305581711143,in_rec
32,296,-0.15072982333812154,in_rec
32,76,-0.21317788666344603,in_rec
32,84,-0.09171428011893987,in_rec
32,92,0.26453926039187203,in_rec
32,100,0.2324130629539597,in_rec
32,108,-0.024543038376575337,in_rec
32,116,-0.03935289105057285,in_rec
32,124,-0.20330779121064166,in_rec
32,132,0.058554376793091875,in_rec
32,140,-0.26214849681324676,in_rec
32,148,0.17141933186144412,in_rec
